Word,FREQcount
reconsider,256
reconsideration,4
reconsidered,24
reconsidering,16
reconsiders,1
reconstitute,7
reconstituted,7
reconstitutes,1
reconstituting,1
reconstitution,1
reconstruct,58
reconstructed,21
reconstructing,6
reconstruction,82
reconstructionism,1
reconstructionist,1
reconstructions,2
reconstructive,24
recontact,2
reconvene,31
reconvened,1
reconvenes,3
reconvening,1
reconversion,2
reconvict,1
recook,1
recooked,1
record,4365
recordable,2
recorded,429
recorder,252
recorders,32
recording,748
recordings,89
recordist,3
records,2066
recount,37
recounted,3
recounting,7
recounts,54
recoup,12
recouping,1
recourse,38
recourses,1
recover,409
recoverable,5
recovered,448
recoveries,3
recovering,155
recovers,28
recovery,464
recreate,53
recreated,24
recreates,4
recreating,19
recreation,95
recreational,53
recreationally,3
recreations,4
recriminate,2
recrimination,7
recriminations,7
recrossed,1
recrossing,1
recruit,188
recruited,139
recruiter,35
recruiters,18
recruiting,117
recruitment,42
recruits,82
recrystallizing,1
recs,1
rectal,46
rectally,6
rectangle,11
rectangles,4
rectangular,22
rectification,1
rectified,16
rectifiers,2
rectify,42
rectifying,4
rectitude,8
rector,18
rectorship,1
rectory,27
rectum,25
rectums,2
rectus,5
recumbent,1
recuperate,18
recuperated,6
recuperates,1
recuperating,24
recuperation,4
recuperative,5
recur,2
recurrence,15
recurrences,1
recurrent,13
recurrently,1
recurring,59
recurs,2
recursive,3
recurve,1
recuse,15
recused,7
recusing,1
recut,10
recutting,1
recyclable,5
recyclables,5
recycle,44
recycled,43
recycles,10
recycling,80
red,7551
redate,1
redbaiting,1
redbeard,15
redbird,2
redbirds,2
redbone,1
redbones,3
redbreast,6
redcap,5
redcoat,4
redcoats,19
redd,14
redden,2
reddendo,1
reddened,3
reddening,1
reddens,1
redder,13
reddest,8
redding,20
reddish,10
reddy,19
rede,1
redeal,1
redecorate,52
redecorated,18
redecorating,37
redecoration,6
rededicate,8
rededicated,2
rededicating,1
rededication,5
redeem,83
redeemable,5
redeemed,32
redeemer,19
redeemers,1
redeeming,29
redeems,1
redefine,15
redefined,8
redefines,2
redefining,5
redefinition,2
redemption,112
redemptor,1
redeploy,12
redeployed,5
redeployment,5
redesign,24
redesigned,15
redesigning,8
redevelop,3
redeveloped,1
redevelopment,13
redeye,10
redfield,11
redfoot,12
redhead,186
redheaded,45
redheads,28
redial,13
redid,24
redirect,48
redirected,12
redirecting,10
rediscover,11
rediscovered,11
rediscovering,3
rediscovery,1
redistribute,8
redistributed,3
redistributing,1
redistribution,10
redistricting,4
redleg,4
redline,7
redlined,2
redlines,1
redlining,2
redly,1
redneck,90
rednecks,23
redness,10
redo,81
redock,1
redoing,29
redone,23
redouble,11
redoubled,7
redoubt,9
redoubtable,6
redoute,1
redraft,3
redrafted,1
redraw,7
redrawing,7
redrawn,1
redream,1
redress,11
redressed,3
redressing,2
redrew,5
reds,119
redskin,13
redskins,18
reduce,219
reduced,248
reducer,3
reduces,22
reducible,3
reducing,50
reduction,88
reductionist,2
reductions,5
reductive,2
redundancies,27
redundancy,32
redundant,74
redux,3
redwood,37
redwoods,5
ree,19
reebok,24
reed,464
reeding,1
reedit,1
reeds,16
reeducated,1
reeducation,9
reedy,7
reef,204
reefed,1
reefer,49
reefers,6
reefs,25
reek,46
reeked,9
reeking,23
reeks,66
reel,166
reelect,7
reelected,19
reelection,31
reeled,3
reeling,50
reels,37
reembarked,1
reemerge,4
reemerging,1
reemphasize,2
reenact,16
reenacted,5
reenacting,9
reenactment,46
reenactments,5
reengage,1
reengaging,2
reenlarged,1
reenlist,10
reenlisting,4
reenlistment,1
reenlists,2
reenter,7
reentered,6
reentering,4
reentry,37
rees,6
reese,495
reestablish,22
reestablished,7
reestablishing,3
reet,7
reevaluate,19
reevaluated,8
reevaluating,4
reevaluation,5
reeve,13
reeves,93
reeving,1
reexamination,1
reexamine,15
reexamined,3
reexperience,2
reexperiencing,1
ref,129
refaced,1
refallen,1
refamiliarize,1
refashioning,2
refection,2
refer,374
refered,2
referee,183
refereed,1
refereeing,5
referees,8
reference,432
referenced,9
references,209
referencing,13
referendum,5
referendums,1
referent,1
referential,3
referral,28
referrals,15
referred,225
referring,343
refers,99
reffed,1
reffing,2
refight,1
refile,7
refiled,1
refiles,1
refill,142
refilled,7
refilling,11
refills,33
refilter,2
refinance,1
refinanced,4
refinancing,4
refine,22
refined,103
refinement,27
refinements,9
refiner,2
refineries,14
refinery,49
refining,13
refinish,2
refinished,6
refinishing,3
refire,1
refired,2
refit,12
refitted,6
refitting,7
reflash,1
reflect,213
reflectance,2
reflected,85
reflecting,32
reflection,256
reflections,32
reflective,31
reflectively,7
reflectivity,3
reflector,14
reflectors,7
reflects,78
reflets,2
reflex,116
reflexes,122
reflexive,1
reflexively,1
reflexivity,1
reflexology,2
refloated,2
reflux,18
refocus,13
refocused,5
refold,1
refolded,1
reforge,1
reform,184
reformat,3
reformation,10
reformatories,3
reformatory,18
reformatted,4
reformed,58
reformer,11
reformers,6
reforming,12
reformist,2
reforms,16
reformulate,2
refr,1
refract,2
refracted,5
refracting,2
refraction,8
refractions,3
refractive,2
refractor,4
refractory,3
refracts,1
refrain,104
refrained,5
refraining,3
reframe,4
reframed,3
reframes,1
reframing,1
refreeze,2
refresh,127
refreshed,37
refreshen,1
refreshener,1
refresher,15
refreshes,12
refreshing,187
refreshingly,9
refreshment,51
refreshments,83
refried,10
refrig,1
refrigerant,1
refrigerate,10
refrigerated,21
refrigeration,17
refrigerator,427
refrigerators,25
refs,2
reft,3
refuel,43
refueled,9
refueling,20
refuelled,4
refuelling,6
refuge,125
refugee,98
refugees,112
refund,141
refundable,8
refunded,11
refunding,2
refunds,19
refurbish,4
refurbished,8
refurbishing,6
refurbishment,1
refurnish,3
refusal,66
refusals,2
refuse,1070
refused,660
refuser,1
refuses,246
refusing,167
refusion,1
refutation,1
refute,34
refuted,7
refutes,5
refuting,1
reg,198
regain,134
regained,63
regaining,8
regains,19
regal,58
regale,10
regaled,5
regalia,6
regaling,4
regally,2
regalo,2
regard,375
regarded,104
regarding,432
regardless,262
regards,258
regatta,28
regear,1
regencies,1
regency,31
regenerate,21
regenerated,11
regenerates,4
regenerating,1
regeneration,34
regenerative,5
regenerator,6
regent,85
regents,13
reget,2
reggae,49
regia,3
regift,1
regime,118
regimen,40
regimens,3
regiment,247
regimental,58
regimentation,5
regimented,4
regiments,17
regimes,14
regina,80
region,256
regional,159
regionalism,1
regionally,1
regionals,30
regions,75
register,561
registered,517
registering,48
registers,36
registrants,1
registrar,27
registration,333
registrations,13
registries,1
registry,65
regiven,1
reglaze,1
reglazed,1
reglove,1
rego,2
regress,15
regressed,12
regresses,3
regressing,8
regression,33
regressions,1
regressive,3
regret,1384
regretable,1
regretful,15
regretfully,22
regrets,301
regrettable,47
regrettably,33
regretted,71
regretting,33
regrew,1
regroup,72
regrouped,6
regrouping,14
regrow,3
regrowing,1
regrowth,3
regula,1
regular,1727
regularity,16
regularization,1
regularize,1
regularly,172
regulars,61
regulate,39
regulated,18
regulates,6
regulating,9
regulation,126
regulations,325
regulator,41
regulators,11
regulatory,14
regurge,1
regurgitate,12
regurgitated,2
regurgitating,8
regurgitation,4
regurgitations,2
rehab,331
rehabbed,1
rehabbing,1
rehabilitate,21
rehabilitated,35
rehabilitating,3
rehabilitation,82
rehabs,2
rehash,21
rehashed,1
rehashing,7
rehearsal,635
rehearsals,142
rehearse,230
rehearsed,68
rehearser,1
rehearses,1
rehearsing,181
reheat,10
reheated,3
reheating,1
reheats,1
rehid,1
rehire,10
rehired,15
rehiring,2
rehung,2
rehydrate,9
rehydrating,2
rehydration,1
rehypnotized,1
reich,129
reichsmark,2
reichsmarks,5
reign,159
reigned,16
reigning,39
reignite,1
reigns,22
reimagine,1
reimburse,31
reimbursed,8
reimbursement,7
reimbursements,2
reimburses,2
reimbursing,2
reimplantation,3
reimpose,1
rein,39
reina,36
reincarnate,14
reincarnated,37
reincarnating,1
reincarnation,66
reincarnations,3
reindeer,172
reindeers,5
reinduction,1
reined,2
reinflate,3
reinforce,48
reinforced,57
reinforcement,44
reinforcements,161
reinforces,14
reinforcing,14
reining,1
reinitialize,1
reinitializing,1
reinitiate,2
reinject,1
reinjured,1
reinjures,1
reins,74
reinsert,3
reinserted,1
reinserting,1
reinsertion,2
reinstall,2
reinstalling,1
reinstate,49
reinstated,58
reinstatement,14
reinstates,1
reinstating,11
reinstitute,3
reinstituted,1
reinsure,1
reintegrate,1
reintegrated,3
reintegrating,6
reintegration,1
reinterpretation,1
reinterview,4
reintroduce,9
reintroduced,3
reintroduces,2
reintroducing,3
reintroduction,3
reinvent,13
reinvented,8
reinventing,11
reinvention,4
reinvents,1
reinvest,7
reinvested,2
reinvestigate,2
reinvestigated,1
reinvestigating,1
reinvestment,1
reinvigorate,2
reinvigorated,3
reinvite,2
reinvolved,1
reis,1
reisner,11
reissue,4
reissued,4
reissues,2
reiter,5
reiterate,33
reiterated,2
reiteration,1
reiterator,1
reivers,2
reject,216
rejected,337
rejecting,64
rejection,168
rejections,6
rejects,79
rejig,1
rejigger,2
rejoice,86
rejoiced,11
rejoices,9
rejoicing,45
rejoin,64
rejoinder,2
rejoined,8
rejoining,5
rejoins,1
rejuvenate,7
rejuvenated,7
rejuvenates,1
rejuvenating,8
rejuvenation,4
rekindle,27
rekindled,8
rekindles,1
rekindling,6
rel,9
relabel,1
relabeling,1
reland,1
relapse,47
relapsed,6
relapsing,1
relatability,1
relatable,4
relate,242
related,643
relates,34
relating,58
relation,210
relational,5
relations,487
relationship,3452
relationships,609
relative,397
relatively,166
relatives,513
relativism,2
relativistic,2
relativity,39
relaunch,1
relaunching,1
relax,4936
relaxant,12
relaxants,4
relaxation,80
relaxed,356
relaxer,2
relaxes,38
relaxin,6
relaxing,184
relay,152
relayed,23
relaying,19
relays,45
relearn,2
relearning,3
releasable,1
release,1851
released,882
releases,89
releasing,146
relegate,2
relegated,9
relegating,2
relent,13
relented,4
relenting,1
relentless,79
relentlessly,27
relentlessness,1
relents,2
reles,39
relevance,82
relevancy,5
relevant,286
relevent,1
reliability,16
reliable,301
reliably,9
reliance,14
reliant,6
relic,68
relics,49
relict,2
relied,48
relief,744
reliefs,1
relies,28
relieve,284
relieved,524
reliever,9
relieves,16
relieving,60
relight,6
religion,707
religionist,1
religions,47
religiosity,2
religious,707
religiously,26
relined,1
relining,4
relinquish,46
relinquished,6
relinquishes,5
relinquishing,7
relinquishment,2
reliquary,2
reliquiae,1
relish,96
relished,10
relishes,3
relishing,5
relive,86
relived,7
relives,2
reliving,29
reload,71
reloaded,11
reloader,2
reloading,13
reloads,3
relocate,65
relocated,41
relocates,2
relocating,19
relocation,39
relock,3
reluctance,46
reluctant,128
reluctantly,33
relume,2
rely,366
relying,65
rem,78
remade,10
remailing,1
remain,1694
remainder,77
remaindered,1
remainders,6
remained,223
remaining,344
remains,890
remake,52
remakes,3
remaking,4
reman,11
remand,8
remanded,40
remanding,1
remans,5
remapping,1
remark,224
remarkable,641
remarkably,101
remarked,18
remarking,10
remarks,200
remarriage,3
remarried,90
remarries,4
remarry,44
remarrying,6
remastered,1
rematch,73
rematerialize,1
rematerializing,1
rembrandt,520
remedial,20
remedied,9
remedies,28
remedy,118
remedying,1
remelt,1
remember,27666
remembered,1146
remembering,295
remembers,393
remembrance,37
remembrancer,2
remembrances,2
remind,1883
reminded,423
reminder,192
reminders,19
reminding,154
reminds,937
reminisce,37
reminisced,1
reminiscence,6
reminiscences,4
reminiscent,22
reminisces,1
reminiscing,25
remiss,35
remission,45
remit,7
remittance,5
remittances,1
remitted,8
remitting,4
remix,16
remixed,3
remixes,1
remnant,12
remnants,34
remodel,39
remodeled,14
remodeler,1
remodeling,32
remodelled,2
remodelling,7
remodulate,3
remodulated,1
remodulating,1
remold,1
remolding,1
remonstrating,1
remora,8
remoras,9
remorse,154
remorseful,16
remorseless,5
remorses,2
remortgage,3
remortgaged,3
remote,713
remotely,164
remoteness,4
remotes,17
remotest,11
remoulade,2
remoulded,2
remount,2
remounts,2
removable,6
removal,105
removals,2
remove,1084
removed,737
remover,33
removes,56
removing,165
rems,1
remuda,2
remunerated,2
remuneration,11
remunerative,1
remus,13
ren,162
renaissance,112
renal,81
rename,11
renamed,10
renaming,4
rend,16
render,103
rendered,125
renderer,1
rendering,54
renderings,3
renders,25
rendezvous,312
rendezvoused,5
rendezvousing,3
rending,4
rendition,22
renditions,3
rends,2
renegade,68
renegades,8
renegate,1
renege,11
reneged,10
reneging,6
renegotiate,31
renegotiated,4
renegotiating,7
renegotiation,6
renegotiations,1
renew,111
renewable,8
renewal,49
renewals,7
renewed,78
renewing,29
renews,2
renin,1
renitent,1
renn,10
renner,6
rennet,2
rennin,1
reno,258
renoir,51
renomination,4
renounce,86
renounced,15
renouncers,2
renounces,4
renouncing,8
renovate,13
renovated,24
renovating,30
renovation,43
renovations,39
renown,20
renowned,67
rent,1762
rental,246
rentals,32
rented,466
renter,13
renters,10
renting,162
rents,65
renumbering,1
renunciation,11
renwick,5
reoccur,3
reoccurrence,1
reoccurring,11
reoccurs,2
reoffering,1
reopen,81
reopened,45
reopening,34
reopens,6
reorder,4
reordered,1
reordering,1
reorders,1
reorganisation,1
reorganise,3
reorganising,1
reorganization,18
reorganize,21
reorganized,9
reorganizes,1
reorganizing,10
reorient,2
reorientating,1
reorientation,4
reoriented,1
rep,263
repack,7
repackage,3
repackaged,3
repacked,1
repacking,3
repagination,1
repaid,42
repaint,23
repainted,11
repainting,11
repair,450
repairable,2
repaired,140
repairer,1
repairing,42
repairman,54
repairmen,7
repairs,176
repaneling,1
repaper,1
reparation,6
reparations,14
reparative,4
repart,1
repartee,20
repast,8
repatch,4
repatriate,4
repatriated,8
repatriation,2
repaved,1
repaving,4
repay,265
repaying,16
repayment,12
repayments,1
repays,4
repeal,8
repealed,9
repeat,1684
repeatable,3
repeated,143
repeatedly,116
repeater,14
repeaters,11
repeating,270
repeats,79
repel,34
repellant,4
repelled,12
repellent,40
repelling,6
repels,9
repent,123
repentance,31
repentant,12
repented,8
repenters,1
repenting,9
repents,6
repercussion,4
repercussions,55
repertoire,23
repertory,16
repetition,35
repetitions,5
repetitious,7
repetitive,29
repetitively,1
rephrase,84
rephrasing,5
replace,681
replaceable,11
replaced,421
replacement,317
replacements,94
replacer,1
replaces,23
replacing,132
replant,7
replanted,4
replanting,7
replate,2
replating,1
replay,61
replayed,3
replaying,4
replays,6
repledge,2
replenish,26
replenished,6
replenishes,2
replenishing,10
replenishment,1
replete,8
repletion,1
replevin,1
replica,56
replicable,1
replicant,15
replicas,6
replicate,37
replicated,6
replicates,4
replicating,11
replication,11
replied,59
replies,28
replotted,1
replowing,1
reply,245
replying,7
repopulate,12
repopulation,1
report,5508
reportable,1
reportage,6
reported,771
reportedly,32
reporter,1040
reporters,436
reporting,589
reportingly,1
reportorial,2
reports,1296
repose,29
reposed,2
reposes,2
reposing,3
reposit,2
reposition,27
repositioned,9
repositioning,9
repositories,1
repository,13
repossess,20
repossessed,23
repossesses,1
repossessing,3
repossession,2
repossessions,1
repossessor,3
repot,3
repower,1
repowering,1
repped,7
reprehend,1
reprehending,1
reprehensible,29
represent,773
representant,1
representation,127
representational,2
representations,12
representative,270
representatives,109
represented,213
representer,2
representing,233
represents,313
repress,19
repressed,94
represses,1
repressing,9
repression,42
repressions,1
repressive,12
repressiveness,1
repressor,1
repricing,1
reprieve,51
reprieved,8
reprieves,3
reprimand,27
reprimanded,21
reprimanding,4
reprimands,4
reprint,7
reprinted,6
reprinting,4
reprisal,13
reprisals,24
reprise,7
reprises,1
reprising,2
repro,1
reproach,23
reproached,3
reproaches,6
reproachful,3
reproaching,1
reprobate,11
reprobated,1
reprobates,6
reprocess,2
reprocessed,1
reprocessing,2
reproduce,79
reproduced,17
reproduces,8
reproducible,2
reproducing,13
reproduction,75
reproductions,10
reproductive,54
reproductively,2
reprogram,38
reprogramme,2
reprogrammed,21
reprogramming,18
reproof,2
reprove,2
reproved,1
reprover,1
reproving,2
reps,46
reptile,72
reptiles,43
reptilian,16
reptilians,17
republic,286
republica,2
republican,206
republicans,61
republics,7
republish,1
repudiate,13
repudiates,1
repudiating,4
repudiation,5
repugnance,3
repugnant,39
repulse,13
repulsed,41
repulser,1
repulsers,1
repulses,3
repulsing,1
repulsion,8
repulsions,1
repulsive,103
repulsively,2
repulsiveness,1
repurchase,1
repurchased,1
repurchasing,1
repurified,1
reputable,43
reputation,983
reputations,33
repute,11
reputed,32
reputedly,3
req,3
request,1304
requested,440
requester,1
requesting,222
requests,273
requiem,19
requiescat,2
require,542
required,547
requirement,73
requirements,94
requires,489
requiring,55
requisite,19
requisition,57
requisitioned,15
requisitioning,1
requisitions,15
requite,3
requited,4
requiter,4
reran,2
rerate,1
reread,23
rereading,15
rereads,1
rerecord,2
rerelease,1
rerig,2
reroute,43
rerouted,27
reroutes,1
rerouting,13
rerun,47
reruns,43
res,27
resale,12
rescan,2
reschedule,180
rescheduled,39
rescheduling,10
rescind,27
rescinded,28
rescinding,7
rescission,1
rescore,1
rescored,1
rescue,1296
rescued,276
rescuer,14
rescuers,9
rescues,21
rescuing,111
reseal,3
resealed,3
research,1688
researched,41
researcher,38
researchers,57
researches,17
researching,74
reseat,1
resect,9
resected,4
resecting,5
resection,23
resections,7
reseda,24
reseed,2
reseeded,2
reseeding,7
resell,8
reselling,3
resemblance,180
resemblances,1
resemble,87
resembled,16
resembles,60
resembling,30
resend,2
resent,293
resented,53
resentencing,1
resentful,29
resenting,21
resentment,76
resentments,8
resents,24
resequencing,3
reservation,526
reservations,327
reserve,366
reserved,258
reserves,84
reserving,4
reservist,3
reservists,6
reservoir,95
reservoirs,11
reset,164
resets,9
resetting,11
resettlement,5
reshake,1
reshape,11
reshaped,3
reshapes,2
reshaping,4
reshingle,1
reship,2
reshipped,1
reshod,1
reshoe,1
reshoeing,1
reshoot,12
reshooting,2
reshoots,11
reshot,6
reshuffle,4
reshuffles,1
reshuffling,2
reside,56
resided,7
residence,421
residences,12
residencies,3
residency,99
resident,374
residential,91
residents,265
resides,38
residing,15
residual,64
residuals,7
residue,140
residues,8
resign,257
resignation,191
resignations,12
resigned,142
resigning,42
resigns,7
resilience,7
resiliency,3
resilient,28
resilvering,1
resin,30
resins,3
resipiscence,1
resist,657
resistance,431
resistant,46
resisted,86
resisters,1
resistible,1
resisting,152
resistless,1
resistor,6
resistors,5
resists,29
resize,1
resized,4
resizing,1
resold,4
resole,1
resoled,1
resolute,31
resolutely,7
resolution,150
resolutions,20
resolve,247
resolved,175
resolves,9
resolving,17
resonance,33
resonant,6
resonate,16
resonated,7
resonates,11
resonating,8
resorb,1
resort,352
resorted,12
resorting,17
resorts,27
resound,9
resounded,1
resounding,23
resoundingly,1
resounds,4
resource,83
resourceful,74
resourcefulness,13
resources,470
resown,1
resp,4
respect,3644
respectabilities,1
respectability,38
respectable,288
respectably,5
respected,336
respecter,3
respectful,97
respectfully,98
respecting,54
respective,41
respectively,15
respects,340
respiration,63
respirations,9
respirator,37
respirators,6
respiratory,142
respired,1
respirometry,2
respite,24
resplendent,11
respond,719
responded,138
respondent,7
responder,1
responders,16
responding,248
responds,64
response,821
responses,80
responsibilities,338
responsibility,1806
responsible,2298
responsibles,2
responsibly,21
responsive,40
responsiveness,2
responsivity,1
rest,10861
restack,1
restaffing,1
restage,2
restaged,2
restamp,1
restart,30
restarted,3
restarting,4
restarts,5
restate,7
restated,1
restatement,1
restates,1
restating,1
restaurant,2373
restauranteur,1
restaurants,349
restaurateur,4
restaurateurs,2
rested,113
rester,1
restes,1
restful,38
restfulness,1
resting,357
restitch,2
restitution,28
restless,247
restlessness,16
restock,23
restocked,6
restocking,3
restorable,1
restoration,48
restorations,2
restorative,4
restore,253
restored,214
restorer,11
restores,10
restoring,50
restrain,78
restrained,56
restrainer,1
restraining,171
restrains,3
restraint,131
restraints,77
restrengthen,1
restrict,28
restricted,209
restricting,13
restriction,26
restrictions,73
restrictive,14
restricts,7
restring,1
restroom,125
restrooms,23
restructure,13
restructured,15
restructuring,18
rests,140
resty,2
restyled,1
resubmit,3
resubmitted,1
resubscribe,1
result,1008
resultant,3
resulted,60
resulting,80
results,1158
resume,290
resumed,19
resumes,57
resuming,30
resumption,3
resupplied,2
resupplies,1
resupply,18
resurface,6
resurfaced,20
resurfaces,7
resurfacing,5
resurged,1
resurgence,4
resurging,1
resurrect,36
resurrected,50
resurrecting,7
resurrection,172
resurrections,1
resurvey,1
resuscitate,44
resuscitated,20
resuscitating,3
resuscitation,23
resuscitator,3
resynchronized,1
ret,1
retablo,1
retail,118
retailer,2
retailers,12
retailing,4
retails,3
retain,121
retained,61
retainer,108
retainers,4
retaining,33
retains,18
retake,37
retaken,5
retakes,4
retaking,7
retal,1
retaliate,64
retaliated,8
retaliates,1
retaliating,6
retaliation,48
retaliations,1
retaliatory,13
retape,1
retaped,1
retar,1
retard,201
retardant,5
retardation,16
retarded,318
retarding,1
retards,48
retasted,1
retch,15
retched,5
retches,9
retching,19
retell,1
retelling,2
retention,14
retentive,3
retentiveness,1
retest,11
retested,5
retesting,2
rethe,1
rethink,90
rethinking,11
rethought,6
rethread,2
reticence,6
reticent,12
reticle,1
reticula,1
reticular,5
reticulated,2
reticulation,1
reticuli,1
reticulin,1
reticulum,6
retie,1
retiling,1
retime,1
retiming,1
retina,37
retinal,35
retinas,15
retinitis,5
retinoblastoma,1
retinopathy,1
retinues,1
retire,499
retired,615
retiree,3
retirees,3
retirement,431
retirements,1
retires,23
retiring,120
retold,4
retook,4
retool,5
retooled,3
retooling,4
retore,1
retort,13
retorted,1
retorts,2
retouched,3
retoucher,3
retouching,4
retrace,35
retraced,3
retraces,2
retracing,2
retrack,1
retract,74
retractable,9
retracted,14
retracting,8
retraction,51
retractions,2
retractive,3
retractor,48
retractors,6
retracts,2
retrain,5
retrained,3
retraining,4
retransmit,1
retread,5
retreaded,2
retreads,3
retreat,484
retreated,51
retreating,48
retreats,19
retrench,1
retrenchment,1
retrial,21
retribution,85
retributions,1
retributive,1
retried,1
retrievable,2
retrieval,57
retrieve,210
retrieved,42
retrievement,1
retriever,38
retrievers,6
retrieves,6
retrieving,24
retro,75
retroactive,20
retroactively,6
retrocecal,2
retrocede,1
retrofit,9
retrofitted,4
retrofitting,4
retrograde,17
retrogressing,2
retrogression,1
retrogressive,1
retroperitoneal,3
retrorocket,1
retrorockets,2
retros,5
retrospect,36
retrospective,15
retrovirus,2
retroviruses,2
retry,5
retrying,1
rettery,1
retune,2
retunes,2
return,4676
returnable,5
returned,1263
returnee,1
returnees,3
returner,1
returning,590
returns,447
retying,1
retype,2
retyped,1
reuben,60
reunification,13
reunified,2
reunify,1
reunion,450
reunions,33
reunite,36
reunited,91
reunites,2
reuniting,14
reupholster,2
reupholstered,1
reupholstering,5
reupholstery,1
reusable,1
reuse,6
reused,4
reusing,5
rev,207
revalue,1
revamp,4
revamped,3
revamping,2
revamps,1
revarnished,1
reve,11
reveal,476
revealed,298
revealer,1
revealing,135
reveals,99
reveille,39
revel,41
revelation,140
revelations,53
reveled,1
revelers,4
reveling,11
revelled,1
revellers,3
revelling,2
revelries,1
revelry,9
revels,17
revenants,2
revenge,971
revenged,6
revengeful,3
revenger,3
revenue,122
revenuers,2
revenues,24
reverb,8
reverberant,1
reverberate,2
reverberated,1
reverberates,3
reverberating,7
reverberation,4
reverberations,2
reverberatory,1
revere,57
revered,41
reverence,68
reverenced,3
reverend,963
reverends,4
reverent,11
reverentially,1
reverently,8
reveres,4
reverie,7
reveries,2
reverify,1
reversal,57
reversals,4
reverse,560
reversed,137
reversely,1
reverses,17
reversible,15
reversing,27
reversion,4
reverso,1
revert,35
reverted,10
reverting,5
reverts,6
review,755
reviewed,133
reviewer,26
reviewers,5
reviewing,103
reviews,151
revile,7
reviled,9
reviles,3
revise,44
revised,63
revises,1
revising,14
revision,29
revisionist,13
revisionists,1
revisions,19
revisit,43
revisited,8
revisiting,9
revitalisation,1
revitalise,2
revitalize,13
revitalized,1
revitalizing,7
revival,60
revivals,5
revive,94
revived,31
reviver,1
revives,5
revivified,1
reviving,16
revocable,3
revocation,2
revoices,1
revoir,179
revoke,37
revoked,63
revoking,10
revolt,79
revolted,10
revolting,98
revoltingly,1
revolts,5
revolution,629
revolutionaries,35
revolutionary,224
revolutionise,6
revolutionised,2
revolutionists,4
revolutionize,24
revolutionized,11
revolutionizing,3
revolutions,30
revolve,35
revolved,9
revolver,141
revolvers,13
revolves,31
revolving,51
revote,2
revs,33
revue,37
revues,2
revulsion,12
revved,12
revving,39
rew,2
reward,919
rewarded,150
rewarding,85
rewards,104
rewarm,1
rewarming,4
rewash,1
rewashes,2
rewashing,2
reweaving,1
rewed,1
reweigh,1
rewelcome,1
rewind,89
rewinding,12
rewinds,2
rewing,3
rewire,24
rewired,9
rewiring,17
reword,1
reworded,1
rework,8
reworked,10
reworking,5
rewound,4
rewrap,1
rewrapped,1
rewrapping,1
rewrite,140
rewriter,1
rewrites,23
rewriting,41
rewritten,22
rewrote,41
rex,462
rexes,2
reykjavik,25
reynard,6
reynards,1
rezoned,3
rezoning,1
rf,15
rfb,1
rg,2
rh,19
rhapsodically,1
rhapsody,27
rhd,3
rhea,2
rhein,1
rheingold,3
rhenish,2
rheostats,1
rhesus,9
rhetoric,21
rhetorical,49
rhetorically,7
rheum,4
rheumatic,8
rheumatism,35
rheumatoid,7
rheumatology,1
rhine,34
rhinestone,32
rhinestones,28
rhinitis,2
rhino,106
rhinoceros,38
rhinoceroses,1
rhinoplasty,7
rhinos,13
rhinosporidiosis,1
rhizome,6
rhizopus,3
rho,7
rhodamine,1
rhodes,172
rhodesia,20
rhodium,2
rhododendron,3
rhododendrons,2
rhomboid,4
rhombus,3
rhonchi,3
rhubarb,55
rhumba,4
rhus,1
rhyme,225
rhymed,15
rhymer,2
rhymes,151
rhymester,1
rhyming,42
rhythm,556
rhythmic,52
rhythmical,3
rhythmically,12
rhythms,47
ria,1
rial,1
rialto,24
rib,301
ribald,8
ribaldry,1
ribbed,18
ribbet,1
ribbing,10
ribbings,1
ribble,38
ribbon,258
ribbons,149
ribby,6
riboflavin,6
ribonucleic,1
ribs,426
rice,769
ricers,2
ricey,1
rich,4100
richard,3765
richardson,176
riche,11
richer,198
riches,170
richest,206
richfield,4
richly,26
richmond,218
richness,15
richter,64
ricin,15
ricinus,2
rick,1336
ricket,4
rickets,20
rickety,21
rickey,33
rickeys,1
ricks,10
ricksha,1
rickshaw,30
rickshaws,5
ricochet,24
ricocheted,8
ricocheting,2
ricochets,5
ricotta,13
rid,3052
ridable,2
riddance,88
ridded,1
ridden,109
ridders,1
ridding,16
riddle,231
riddled,49
riddler,8
riddles,93
riddling,5
ride,6904
rideable,3
rider,393
riderless,4
riders,158
rides,366
ridge,361
ridged,2
ridgepole,5
ridges,36
ridgeway,16
ridging,1
ridgy,2
ridicule,100
ridiculed,39
ridicules,4
ridiculing,5
ridiculous,2836
ridiculously,46
ridiculousness,2
riding,1632
ridings,1
ridley,96
rids,3
rie,14
ries,2
riesling,3
rife,26
riff,57
riffing,1
riffle,6
riffraff,52
riffraffs,1
riffs,10
rifle,743
rifled,6
rifleman,27
riflemen,10
riflery,1
rifles,261
rifleshot,2
rifling,19
rift,55
rifted,1
rifting,1
rifts,4
rig,440
riga,16
rigamarole,4
rigatoni,15
rigel,8
rigged,194
rigger,9
rigging,55
right,204428
righted,6
righten,2
righteous,200
righteously,10
righteousness,89
righter,4
rightest,1
rightful,119
rightfully,85
righthand,3
righties,2
righting,11
rightist,1
rightists,2
rightly,84
rightness,9
righto,36
rights,1510
rightward,1
righty,170
rigid,95
rigidities,1
rigidity,11
rigidly,8
rigmarole,6
rigor,44
rigorous,43
rigorously,10
rigorousness,1
